Date,Category,Payment_mode,Description,Amount,Cashback
2024-07-23,Investment,Credit Card,Person score admit arrive.,643.25,0.98
2024-07-05,Food,Cash,Animal want friend whether.,980.59,0.0
2024-07-04,Subscription,Debit Card,Everything think night imagine see moment.,710.36,0.45
2024-07-17,Travel,UPI,Head dog able former quality action little.,994.93,0.97
2024-07-11,Entertainment,UPI,Let action her administration small sound town experience.,475.32,0.0
2024-07-06,Stationary,Credit Card,Analysis great seem late.,414.52,0.34
2024-07-27,Bills,Cash,Nice politics couple style ask they remember.,457.17,0.33
2024-07-18,Travel,Debit Card,Behavior thing data able fill camera employee.,13.44,0.71
2024-07-30,Investment,Debit Card,Understand student again late capital buy pick.,540.62,0.07
2024-07-04,Investment,UPI,Successful American force time hundred world sign consumer.,887.04,0.26
2024-07-30,Investment,UPI,Product food each third summer along early.,76.93,0.28
2024-07-02,Entertainment,Cash,Feel tend property responsibility over fact.,261.0,0.0
2024-07-27,Subscription,Debit Card,Voice seem fast go news scene.,687.74,0.61
2024-07-22,Stationary,Debit Card,Protect share let own space.,395.27,0.0
2024-07-19,Travel,UPI,Six human company arrive create.,488.72,0.08
2024-07-01,Healthcare,Cash,Price time son attack statement ability focus.,758.4,0.63
2024-07-06,Healthcare,Debit Card,Space outside research team dream simple fund.,559.59,0.35
2024-07-12,Stationary,Debit Card,Yard work reach.,858.66,0.49
2024-07-06,Healthcare,UPI,Employee bag two tax rate minute.,14.19,0.64
2024-07-02,Travel,UPI,Help generation many recently team.,850.73,0.4
2024-07-15,Bills,UPI,Ten summer far glass few four.,876.9,0.66
2024-07-14,Food,Cash,Nothing today entire his bar none.,293.29,0.0
2024-07-13,Entertainment,Cash,Although eight computer make watch development.,635.97,0.56
2024-07-21,Bills,Debit Card,Ability itself garden great.,235.25,0.0
2024-07-02,Groceries,UPI,Woman throughout clearly color address.,112.75,0.0
2024-07-22,Subscription,Cash,Me seven early top network least.,703.39,0.0
2024-07-22,Entertainment,Cash,Big whether price night training although back.,708.61,0.86
2024-07-09,Food,Debit Card,Century arm stand general boy the.,37.05,0.0
2024-07-06,Investment,Cash,Newspaper activity thank along need claim.,516.5,0.95
2024-07-21,Bills,Cash,Range free score maybe administration open upon.,156.74,0.71
2024-07-19,Entertainment,Debit Card,Build reveal paper difficult impact attorney.,538.17,0.95
2024-07-10,Travel,Cash,In chair evidence member.,468.21,0.01
2024-07-08,Entertainment,Debit Card,Event speak person wear eight daughter site.,348.42,0.0
2024-07-17,Subscription,UPI,Quite a heavy think.,841.21,0.0
2024-07-04,Entertainment,Cash,Week become network bill rest.,823.91,0.13
2024-07-02,Entertainment,Credit Card,Course attack pretty prevent.,43.47,0.55
2024-07-02,Bills,UPI,Course commercial tell control.,138.85,0.25
2024-07-26,Groceries,UPI,Form response herself she right pick about.,53.2,0.52
2024-07-09,Subscription,UPI,Both tax possible campaign now office change minute.,502.74,0.25
2024-07-03,Bills,Cash,Today fire speech head remain the blue.,788.47,0.89
2024-07-29,Healthcare,Cash,Think sing mission four pick soldier say.,225.34,0.9
2024-07-01,Healthcare,Debit Card,Travel good phone enjoy future.,790.84,0.08
2024-07-16,Food,UPI,Not thing movie wear anything whom just.,426.02,0.48
2024-07-24,Healthcare,Credit Card,Only then citizen nor wall because.,191.53,0.0
2024-07-13,Stationary,Debit Card,Laugh up among strategy.,374.67,0.6
2024-07-15,Food,Debit Card,Agree day industry structure amount bank science.,323.71,0.25
2024-07-04,Healthcare,UPI,Long eye forget should choose may fall out.,74.85,0.2
2024-07-04,Groceries,Cash,Year interview money of eye push themselves.,819.32,0.0
2024-07-26,Stationary,Debit Card,Democratic past happy standard politics professional.,239.56,0.0
2024-07-10,Bills,Credit Card,Push stop manage citizen sea suddenly quickly help.,105.83,0.95
2024-07-27,Investment,Debit Card,Career light base need enjoy no.,474.27,0.0
2024-07-05,Food,Cash,Trial image glass grow.,728.68,0.1
2024-07-07,Food,Debit Card,Maybe environmental nation leave service realize break.,932.48,0.0
2024-07-11,Travel,Cash,Whom data present tonight live serious us friend.,64.0,0.57
2024-07-07,Groceries,UPI,Itself lose likely morning.,407.76,0.44
2024-07-25,Healthcare,Debit Card,Like character sea into.,90.01,0.0
2024-07-28,Investment,Debit Card,Writer officer father sea eight country Mrs.,395.44,0.0
2024-07-01,Healthcare,UPI,Foot political forward idea act culture.,278.36,0.0
2024-07-18,Investment,Cash,Behavior question window site about traditional per process.,50.14,0.63
2024-07-29,Groceries,Debit Card,Shake my dinner.,227.85,0.0
2024-07-30,Entertainment,Cash,International again three rather source ok detail.,564.49,0.88
2024-07-24,Entertainment,UPI,Contain security measure move either.,867.92,0.46
2024-07-20,Investment,Debit Card,I trip before leg produce where Congress.,401.48,0.16
2024-07-30,Groceries,Cash,Good throw image lay medical.,531.18,0.51
2024-07-19,Stationary,Credit Card,Yet nothing sea former.,655.28,0.0
2024-07-08,Investment,Cash,Collection style dream.,759.97,0.74
2024-07-22,Food,Cash,Require nation model current force people line.,547.26,0.82
2024-07-12,Food,UPI,International charge early past surface.,64.04,0.0
2024-07-02,Healthcare,UPI,Happy thus draw writer ten his exactly family.,536.13,0.0
2024-07-06,Travel,Debit Card,Easy president recent anything offer help.,973.01,0.36
2024-07-14,Investment,Debit Card,Hold such member themselves either.,87.8,0.69
2024-07-25,Bills,Cash,Again go offer some.,419.37,0.31
2024-07-12,Entertainment,UPI,Character trip final late about agree.,262.19,0.49
2024-07-01,Travel,Cash,Garden above good each.,743.97,0.0
2024-07-27,Groceries,Credit Card,East officer road sort trade.,417.17,0.0
2024-07-28,Subscription,Debit Card,Their over choose much free democratic.,191.96,0.0
2024-07-22,Healthcare,Cash,Live never fall.,740.68,0.15
2024-07-20,Groceries,UPI,Fire trial bit upon customer onto hotel.,978.37,0.61
2024-07-11,Food,Debit Card,Mention article some put heart industry.,962.13,0.74
2024-07-09,Food,UPI,Can professor ground teach food political say.,546.96,0.63
2024-07-30,Stationary,Credit Card,Trouble today daughter also remain fish.,381.07,0.87
2024-07-09,Travel,Cash,Describe short identify hard finally.,729.03,0.0
2024-07-16,Investment,Credit Card,Compare high than green than.,393.43,0.5
2024-07-15,Bills,UPI,Poor serve always.,799.4,0.85
2024-07-14,Stationary,Debit Card,This long involve station.,53.17,0.48
2024-07-05,Stationary,Credit Card,Fly national PM magazine art good.,279.88,0.0
2024-07-11,Food,Cash,Notice product development mean brother stay.,681.6,0.0
2024-07-19,Subscription,Cash,Body study join reflect anything onto make.,924.6,0.84
2024-07-25,Subscription,Debit Card,Character audience out city crime box upon.,237.97,0.15
2024-07-04,Subscription,Cash,Class serious chance least front respond imagine.,96.09,0.47
2024-07-26,Stationary,Cash,Season skin each recent.,813.76,0.0
2024-07-20,Food,UPI,Let sell page paper into.,360.77,0.0
2024-07-29,Subscription,Credit Card,Way machine three quality.,901.22,0.0
2024-07-05,Healthcare,Credit Card,Place staff company soon always know.,721.35,0.28
2024-07-26,Healthcare,Debit Card,Will best world himself whole maybe bit professor.,545.33,0.89
2024-07-12,Investment,Credit Card,Purpose morning sister bed western.,168.87,0.92
2024-07-24,Bills,Debit Card,Hand particular business glass world.,167.53,0.98
2024-07-15,Travel,UPI,Out according happen state.,249.12,0.99
2024-07-19,Investment,Credit Card,Up their hospital wear major parent will.,408.3,0.66
2024-07-21,Subscription,Debit Card,Stage pretty field sell watch bit.,748.17,0.17
2024-07-25,Healthcare,Credit Card,Party trip only situation.,788.5,0.55
2024-07-13,Healthcare,Cash,Tend from we money task.,277.37,0.0
2024-07-18,Investment,Credit Card,Quickly Mrs industry media learn indicate among.,351.1,0.73
2024-07-12,Healthcare,Credit Card,Me relationship western.,236.04,0.53
2024-07-09,Bills,Cash,Marriage several which peace compare trip writer campaign.,121.5,0.9
2024-07-26,Healthcare,Debit Card,Party occur effort authority check yourself some.,224.59,0.07
2024-07-10,Healthcare,Credit Card,Why series response view seek your whom structure.,380.48,0.14
2024-07-26,Groceries,Credit Card,Project difficult reduce.,78.23,0.0
2024-07-23,Bills,Cash,Employee two rich hour join.,473.63,0.0
2024-07-18,Groceries,Cash,Not onto garden.,685.76,0.08
2024-07-15,Entertainment,UPI,Window yes authority girl enough system.,46.33,0.88
2024-07-03,Investment,UPI,Together increase they affect all expert parent that.,605.33,0.81
2024-07-02,Food,Credit Card,Dream experience list yourself.,810.93,0.09
2024-07-14,Investment,Credit Card,Good town resource song smile so.,364.15,0.91
2024-07-23,Subscription,Cash,Specific war try respond score skill billion.,798.49,0.22
2024-07-23,Bills,Cash,Throw thank value couple bank agent hope.,80.17,0.98
2024-07-16,Investment,UPI,Surface shake thing decide hundred.,717.95,0.44
2024-07-04,Entertainment,Credit Card,Guess call organization audience.,574.88,0.95
2024-07-02,Travel,Cash,When me hear road low attorney good.,329.11,0.39
2024-07-24,Entertainment,Cash,Nice wear their west together wide radio.,847.51,0.42
2024-07-21,Travel,Credit Card,Class very capital detail.,229.21,0.0
2024-07-08,Bills,Debit Card,Example several state gun nature break.,823.03,0.81
2024-07-22,Healthcare,Cash,Eye smile career quality here significant including.,981.3,0.77
2024-07-26,Healthcare,Credit Card,Show scientist big yes age only enter.,68.05,0.0
2024-07-11,Food,Credit Card,Whole develop huge record dream.,505.85,0.92
2024-07-16,Bills,Cash,Challenge free for south.,152.41,0.01
2024-07-24,Groceries,UPI,Consider well hair back avoid agent allow.,299.83,0.25
2024-07-14,Travel,Debit Card,Protect ball stay painting two paper.,946.26,0.0
2024-07-27,Food,Cash,Customer continue five entire operation make.,39.8,0.87
2024-07-18,Investment,Credit Card,Produce still goal buy small what.,744.8,0.0
2024-07-30,Healthcare,Credit Card,Most heavy would operation.,121.96,0.05
2024-07-09,Stationary,Cash,Budget Republican still bag family improve history.,459.86,0.0
2024-07-27,Entertainment,UPI,New make car process family page early.,430.59,0.22
2024-07-13,Groceries,Cash,Argue south street range where.,166.35,0.43
2024-07-26,Healthcare,Debit Card,Reality join yourself nature.,693.14,0.1
2024-07-07,Travel,Debit Card,Political over ready common third imagine.,375.52,0.44
2024-07-22,Healthcare,Debit Card,Early resource something low hundred charge every owner.,333.7,0.0
2024-07-07,Bills,Debit Card,Pm wife military.,710.81,0.3
2024-07-17,Investment,Debit Card,Lead build between police.,900.59,0.56
2024-07-26,Food,Debit Card,Property exist important heavy position.,371.39,0.0
2024-07-04,Groceries,Debit Card,Represent choose stage week.,113.11,0.88
2024-07-24,Subscription,Cash,Past enough sing.,441.61,0.76
2024-07-16,Travel,Credit Card,Executive fill behavior chance born represent interesting.,480.49,0.15
2024-06-12,Food,Credit Card,Discussion piece college defense magazine.,692.49,0.44
2024-06-12,Groceries,UPI,Investment really night employee.,682.66,0.0
2024-06-03,Healthcare,Cash,Thank special member view budget anyone.,652.16,0.51
2024-06-29,Bills,Cash,Air really with.,705.57,0.06
2024-06-29,Food,Credit Card,Agent teach range much.,348.87,0.9
2024-06-18,Stationary,UPI,Food while condition.,333.53,0.48
2024-06-11,Food,Cash,How truth available.,533.01,0.82
2024-06-09,Healthcare,UPI,Young next crime husband before student board.,69.45,0.15
2024-06-26,Food,Debit Card,Weight far step outside one.,215.03,0.01
2024-06-18,Investment,Cash,Industry old leader debate however remain sister.,127.23,0.08
2024-06-27,Investment,Cash,May TV when could participant.,947.54,0.33
2024-06-23,Healthcare,Cash,Interest while country music someone.,701.2,0.23
2024-06-22,Travel,Debit Card,Improve theory right speak follow.,487.2,0.0
2024-06-16,Food,Debit Card,Skill list two relate movement concern.,631.31,0.61
2024-06-07,Travel,Cash,Probably bar hope same surface cost draw.,885.43,0.0
2024-06-20,Investment,UPI,Focus after positive ahead.,66.94,0.59
2024-06-03,Subscription,Debit Card,Pattern general worry various still wrong Republican decade.,414.43,0.63
2024-06-18,Stationary,UPI,Myself something hear.,552.48,0.77
2024-06-03,Travel,Credit Card,For wrong research air morning report.,380.58,0.69
2024-06-26,Subscription,Debit Card,Economy will those their last civil off large.,849.93,0.97
2024-06-01,Subscription,Credit Card,Consider someone share store development her.,186.06,0.0
2024-06-24,Bills,Debit Card,Authority employee really these defense rock type.,989.41,0.0
2024-06-13,Stationary,Debit Card,Grow you music author.,102.65,0.47
2024-06-23,Travel,Credit Card,Race which gas good carry news.,881.85,0.0
2024-06-01,Entertainment,Debit Card,American church team indeed member require order.,796.42,0.0
2024-06-04,Groceries,UPI,Couple call so.,706.55,0.01
2024-06-01,Bills,UPI,Stuff war like feeling national over economy begin.,448.41,0.18
2024-06-24,Groceries,Debit Card,Line will away measure.,774.49,0.0
2024-06-14,Entertainment,UPI,Century want her establish become themselves technology.,764.41,0.27
2024-06-07,Subscription,UPI,Until office say stand fact one major.,721.28,0.67
2024-06-15,Stationary,Cash,High position specific information me animal owner.,114.84,0.0
2024-06-01,Bills,Cash,Blue discussion management.,25.2,0.13
2024-06-10,Groceries,Credit Card,Model family thought activity son part friend win.,438.78,0.0
2024-06-06,Bills,Cash,Control office little too.,366.51,0.06
2024-06-17,Healthcare,Credit Card,Possible others yeah us place involve.,185.91,0.0
2024-06-02,Subscription,Cash,Receive along project consider.,905.69,0.13
2024-06-15,Groceries,UPI,Pull Congress animal marriage.,429.09,0.06
2024-06-13,Healthcare,Cash,Foot play daughter sit rise compare remember.,299.02,0.95
2024-06-04,Stationary,Debit Card,Quality write baby writer.,617.88,0.31
2024-06-17,Subscription,Credit Card,Parent ready effort crime role city its.,92.97,0.22
2024-06-01,Entertainment,Cash,Whatever election TV important dinner increase effort.,669.38,0.36
2024-06-18,Groceries,Cash,Book so performance environment.,97.7,0.18
2024-06-18,Travel,UPI,Foreign thing he enough now pay.,585.14,0.01
2024-06-25,Groceries,Credit Card,Clearly suddenly bit myself.,46.91,0.01
2024-06-04,Food,Debit Card,Best plant base for which next.,695.44,0.08
2024-06-27,Healthcare,Credit Card,Open bank big seat.,823.71,0.0
2024-06-29,Groceries,Credit Card,Charge community bit suddenly marriage.,833.45,0.35
2024-06-17,Subscription,Credit Card,Whole indicate which democratic my sing yet.,247.27,0.14
2024-06-16,Food,Credit Card,Call floor home star.,619.42,0.53
2024-06-01,Healthcare,Cash,Benefit effort ready car.,886.89,0.65
2024-06-28,Bills,Credit Card,Red yourself produce change.,788.43,0.0
2024-06-17,Subscription,UPI,Another whom during behind garden.,37.37,0.59
2024-06-16,Investment,UPI,Particularly everybody between general author want.,863.92,0.02
2024-06-22,Healthcare,UPI,Example with hard many responsibility.,463.74,0.57
2024-06-06,Bills,UPI,Community relate gun course.,121.63,0.98
2024-06-19,Healthcare,Credit Card,Serve help laugh walk direction college out condition.,960.99,0.0
2024-06-15,Groceries,Credit Card,Language require southern sit medical.,300.86,0.0
2024-06-02,Subscription,Cash,Public heart serious account vote option.,740.82,0.0
2024-06-10,Stationary,Credit Card,Floor ahead down ever sea him.,721.03,0.45
2024-06-02,Food,Debit Card,Much effort fall sister draw especially professor bit.,124.21,0.0
2024-06-20,Subscription,Cash,Shake citizen box phone owner a red.,119.21,0.74
2024-06-03,Groceries,Debit Card,Tonight other find degree.,437.66,0.43
2024-06-23,Stationary,Cash,Owner generation approach trip suggest top.,635.61,0.0
2024-06-17,Groceries,Cash,Throw like real rock walk yourself should.,345.82,0.29
2024-06-19,Subscription,Debit Card,Cell he walk single us tree practice.,630.9,0.0
2024-06-25,Travel,Cash,Because likely book many ever.,878.63,0.31
2024-06-01,Investment,Debit Card,Safe church lay under.,563.01,0.0
2024-06-20,Food,Debit Card,Bill someone social individual everybody.,337.5,0.58
2024-06-03,Food,Cash,Down edge only against watch exactly enough result.,257.78,0.33
2024-06-08,Food,Credit Card,Either let hundred performance car owner million into.,44.53,0.0
2024-06-16,Bills,Credit Card,Building media heavy care.,115.44,0.53
2024-06-06,Subscription,Debit Card,Street point west face moment long gas international.,87.57,0.1
2024-06-18,Stationary,Credit Card,Outside likely save argue.,99.46,0.0
2024-06-01,Travel,Cash,Growth Mrs court station own.,197.49,0.32
2024-06-14,Groceries,Debit Card,Maintain job blood social pressure cover civil benefit.,817.11,0.67
2024-06-12,Groceries,Debit Card,Indeed up describe mention eat.,829.36,0.0
2024-06-06,Bills,UPI,Federal wind never meet hospital bill their.,66.15,0.09
2024-06-13,Healthcare,Cash,Foot reason lawyer.,11.34,0.16
2024-06-10,Food,Cash,Development read allow vote official table style.,295.98,0.66
2024-06-18,Entertainment,UPI,Say thought example.,572.25,0.19
2024-06-06,Travel,Credit Card,Dog it with cultural.,236.28,0.84
2024-06-02,Groceries,Credit Card,Vote close back expect remember nearly.,285.2,0.82
2024-06-01,Food,Credit Card,Today buy some song officer role.,218.9,0.47
2024-06-11,Subscription,Cash,Interview eye eye next company focus.,164.01,0.41
2024-06-22,Stationary,Cash,This security well inside heart arm early.,94.55,0.2
2024-06-15,Groceries,Credit Card,Cut offer rise ever.,760.67,0.13
2024-06-21,Healthcare,UPI,Affect fact owner rise.,791.33,0.34
2024-06-11,Travel,Cash,Himself weight try fact.,18.6,0.0
2024-06-29,Healthcare,Credit Card,Hear ago detail mouth seek.,928.25,0.46
2024-06-17,Entertainment,Cash,Property news peace easy something.,404.74,0.87
2024-06-19,Groceries,Credit Card,It structure provide claim note key network manage.,81.27,0.49
2024-06-27,Investment,Debit Card,Bank model happen he month common.,964.15,0.9
2024-06-11,Healthcare,Cash,Each task share old suffer plan.,301.75,0.82
2024-06-26,Bills,Debit Card,Nation education rise.,719.0,0.4
2024-06-20,Food,UPI,Window sell probably.,492.44,0.59
2024-06-17,Bills,Credit Card,Body successful wife bag area.,402.17,0.97
2024-06-08,Food,Credit Card,Speak now item thank yard model.,972.76,0.38
2024-06-20,Healthcare,UPI,Sea short message reveal well key.,830.0,0.34
2024-06-25,Bills,Cash,Indeed reveal score.,407.28,0.0
2024-06-10,Stationary,Credit Card,Central indeed sit realize focus.,904.71,0.6
2024-06-26,Entertainment,Credit Card,Serve simply responsibility late attack seek.,98.7,0.0
2024-06-20,Entertainment,Debit Card,Might book whole drop.,473.7,0.0
2024-06-12,Groceries,Credit Card,Yet young player pick oil order fire.,33.23,0.98
2024-06-04,Food,UPI,Check cost relate smile.,381.4,0.0
2024-06-15,Entertainment,UPI,Money charge benefit section those.,122.09,0.64
2024-06-17,Subscription,Cash,Say edge similar do low cell cost.,498.77,0.12
2024-06-21,Food,Cash,Note scene until nothing.,447.03,0.99
2024-06-02,Investment,Credit Card,Hear small happy church phone final.,51.94,0.0
2024-06-01,Bills,Cash,Find different attention condition position scene sense.,530.1,0.61
2024-06-11,Stationary,Cash,Receive method commercial sound of.,606.01,0.11
2024-06-21,Investment,Credit Card,Her character join year career wide miss side.,916.61,0.0
2024-06-27,Subscription,Credit Card,Make never accept provide someone hand feel.,545.33,0.44
2024-06-05,Healthcare,UPI,Successful main arrive at possible doctor fast.,597.41,0.25
2024-06-09,Travel,Cash,Save available protect sell truth enjoy.,161.67,0.42
2024-06-14,Bills,UPI,Very power girl scene leave able wall.,501.83,0.42
2024-06-17,Bills,UPI,Fact benefit challenge red themselves even three.,351.33,0.75
2024-06-09,Travel,UPI,Turn Democrat not during work thought.,202.47,0.2
2024-06-20,Travel,Debit Card,Him apply develop beyond explain.,635.81,0.33
2024-06-15,Investment,Cash,Poor wall eye hot across do home born.,140.22,0.2
2024-06-02,Healthcare,UPI,Impact relate political behind thank heavy common.,512.81,0.39
2024-06-17,Food,Credit Card,Tax raise receive crime forward personal.,309.42,0.34
2024-06-14,Travel,UPI,Product good write write.,243.05,0.2
2024-06-14,Stationary,Credit Card,Year single despite something which than.,182.45,0.71
2024-06-19,Subscription,Debit Card,Political star hundred coach reach spring either name.,872.63,0.0
2024-06-15,Subscription,Cash,Hear fire amount often event walk.,196.32,0.62
2024-06-07,Subscription,UPI,Mention employee fear young strategy.,883.95,0.04
2024-06-20,Investment,Cash,Drop system foreign particular throw would.,732.12,0.35
2024-06-13,Bills,Cash,Surface that outside.,775.96,0.05
2024-06-14,Bills,UPI,Near western although tough account mouth.,937.22,0.0
2024-06-08,Healthcare,Cash,Feel section risk.,659.04,0.84
2024-06-21,Healthcare,Cash,Article vote drug.,164.74,0.05
2024-06-13,Travel,Debit Card,Over today yourself use conference.,145.73,0.44
2024-06-23,Bills,Credit Card,Radio from such management nice off issue.,77.84,0.89
2024-06-18,Stationary,Debit Card,Put campaign remain figure follow politics.,520.8,0.0
2024-06-12,Food,Credit Card,Business happy allow.,935.86,0.0
2024-06-27,Stationary,Debit Card,Its knowledge unit rule beat my set.,158.59,0.96
2024-06-01,Investment,Cash,Level article also past inside source yet effect.,520.34,0.77
2024-06-12,Stationary,UPI,Professional certainly create top.,347.94,0.93
2024-06-28,Entertainment,UPI,Suggest at indeed stay major get become.,114.21,0.73
2024-06-21,Entertainment,Debit Card,Year receive pretty green.,130.87,0.28
2024-06-28,Food,Debit Card,Once network plant section benefit receive.,486.25,0.0
2024-06-15,Healthcare,UPI,Animal white stay citizen two college billion between.,62.27,0.09
2024-06-27,Stationary,UPI,Help follow several rich because.,439.19,0.27
2024-06-27,Food,Credit Card,Worker major tough risk kitchen enjoy.,210.81,0.08
2024-06-11,Travel,Cash,Success place usually peace Republican agree officer.,388.96,0.11
2024-06-01,Healthcare,Debit Card,Your card discuss young nice.,790.59,0.34
2024-06-16,Stationary,Credit Card,During even front.,425.5,0.99
2024-06-27,Entertainment,UPI,Late lead tonight run subject account picture.,351.53,0.29
2024-06-20,Food,UPI,Loss avoid line piece.,255.78,0.76
2024-06-13,Travel,Debit Card,You commercial already unit task check glass.,496.13,0.39
2024-03-20,Travel,Cash,Writer collection then board their.,622.04,0.62
2024-03-20,Stationary,Credit Card,Effort because follow.,865.89,0.0
2024-03-21,Groceries,Cash,Beat region heavy both determine.,853.62,0.01
2024-03-13,Investment,UPI,Then close cell manager southern operation debate up.,663.35,0.9
2024-03-23,Food,Credit Card,Its plan fish affect character management.,176.94,0.86
2024-03-27,Stationary,Debit Card,Mean similar pressure statement cell when never.,125.27,0.48
2024-03-06,Healthcare,Credit Card,Article base husband listen stop.,502.8,0.16
2024-03-20,Food,Debit Card,Term morning reveal finally strategy organization.,166.78,0.18
2024-03-14,Healthcare,Debit Card,Carry approach see money less season.,778.27,0.0
2024-03-19,Entertainment,UPI,Send social his else moment.,555.97,0.01
2024-03-15,Entertainment,Cash,Protect defense more relationship.,425.55,0.46
2024-03-03,Groceries,Credit Card,Production year certain author relationship.,460.86,0.0
2024-03-13,Food,Debit Card,Hope change present blue attention treat better.,951.4,0.9
2024-03-17,Entertainment,Cash,Science place image goal director.,587.09,0.0
2024-03-14,Subscription,UPI,Yes lose man night approach player clearly.,362.69,0.38
2024-03-16,Investment,Cash,Thousand tax best play join since.,486.91,0.0
2024-03-19,Travel,Debit Card,Instead task next old.,44.06,0.8
2024-03-17,Healthcare,Credit Card,Book raise choice.,432.54,0.3
2024-03-15,Entertainment,Debit Card,Happen develop treatment.,895.68,0.0
2024-03-22,Travel,Debit Card,Road sign determine crime appear window goal.,165.01,0.35
2024-03-09,Investment,Debit Card,Finally company action truth site never personal.,303.99,0.86
2024-03-01,Stationary,Cash,If fear scene herself.,550.94,0.64
2024-03-03,Bills,Credit Card,Responsibility relationship action offer difficult increase.,964.06,0.61
2024-03-26,Entertainment,UPI,Former sure world.,524.78,0.58
2024-03-16,Stationary,Debit Card,Night off together to.,452.9,0.99
2024-03-03,Food,Cash,High step team might activity budget.,399.86,0.35
2024-03-07,Stationary,Credit Card,Include able public character.,274.21,0.66
2024-03-24,Stationary,UPI,Again player mother second form book film.,705.58,0.46
2024-03-30,Subscription,Debit Card,Gun form gas for remain your.,267.76,0.15
2024-03-10,Subscription,Credit Card,Impact second nearly set four natural.,852.34,0.65
2024-03-12,Stationary,Cash,Foreign field strategy catch.,767.87,0.0
2024-03-23,Healthcare,Credit Card,Trial by theory beat.,594.37,0.0
2024-03-19,Travel,Debit Card,Really have race bit one.,50.64,0.43
2024-03-14,Healthcare,UPI,Enjoy hear pass early.,727.66,0.0
2024-03-18,Groceries,Credit Card,Write attention in not method ability.,280.86,0.13
2024-03-01,Stationary,Cash,Girl describe onto until let necessary effort study.,272.04,0.53
2024-03-21,Investment,Credit Card,Class brother put trip model serious provide.,941.61,0.0
2024-03-17,Stationary,UPI,Last cup imagine attention politics beautiful.,699.12,0.4
2024-03-18,Groceries,Credit Card,Face religious forget stage event other.,812.39,0.0
2024-03-28,Healthcare,Cash,Newspaper leg recent character deep.,448.38,0.0
2024-03-17,Entertainment,Credit Card,Particular president effect.,73.11,0.45
2024-03-07,Healthcare,Credit Card,Always character style doctor.,260.56,0.47
2024-03-06,Food,UPI,Detail question great attention collection chance sea.,360.71,0.24
2024-03-04,Investment,Credit Card,Well position unit focus step.,681.63,0.88
2024-03-13,Bills,Debit Card,Top force account point second knowledge.,360.74,0.05
2024-03-27,Food,UPI,Hand low treatment on catch class painting.,321.18,0.0
2024-03-01,Food,Debit Card,Economic best agent suddenly.,722.31,0.66
2024-03-21,Healthcare,Credit Card,Assume lay prove course tonight receive.,297.01,0.63
2024-03-04,Investment,Cash,And hard themselves court woman occur add.,777.68,0.0
2024-03-19,Entertainment,Credit Card,Seem face at firm Republican yeah wear.,353.31,0.59
2024-03-14,Travel,Debit Card,Available truth either crime since.,138.2,0.02
2024-03-15,Bills,Debit Card,Speak network either lose your.,510.06,0.25
2024-03-06,Entertainment,Credit Card,Exist child mind military half often deep themselves.,936.23,0.0
2024-03-12,Food,Debit Card,Conference stage yet about administration.,21.8,0.23
2024-03-30,Investment,Debit Card,Cup experience else machine.,654.85,0.56
2024-03-10,Entertainment,Credit Card,Talk drop nice really.,893.93,0.0
2024-03-04,Entertainment,UPI,Top stop team help appear sometimes.,884.24,0.91
2024-03-04,Bills,Debit Card,Maintain tough memory such.,116.14,0.36
2024-03-11,Food,Debit Card,Country than contain practice or born.,304.25,0.71
2024-03-27,Investment,Cash,Table pattern often fact water.,494.39,0.49
2024-03-02,Entertainment,Cash,Describe interest only market.,647.92,0.79
2024-03-20,Subscription,Debit Card,Nor huge difficult.,122.67,0.29
2024-03-30,Bills,UPI,Include project save.,263.83,0.0
2024-03-17,Subscription,UPI,Suffer month word then political loss.,770.77,0.0
2024-03-16,Investment,Debit Card,Full end present must.,476.19,0.78
2024-03-09,Healthcare,Debit Card,Everyone between better store until house.,645.32,0.29
2024-03-25,Travel,UPI,Least or meet help respond rate not.,155.59,0.63
2024-03-10,Groceries,Credit Card,Marriage action expect.,494.33,0.0
2024-03-30,Food,Credit Card,End another job herself arm.,469.78,0.62
2024-03-23,Investment,Cash,Move with better final represent.,479.77,0.47
2024-03-30,Entertainment,Debit Card,Network maintain eye space top become.,684.33,0.07
2024-03-09,Bills,UPI,National off not spend half.,701.75,0.93
2024-03-21,Stationary,Debit Card,General high television.,611.21,0.1
2024-03-27,Subscription,UPI,Main still story term skill.,21.34,0.62
2024-03-28,Investment,Debit Card,Traditional its now science firm modern argue.,785.59,0.92
2024-03-05,Bills,Credit Card,Stand recently social trade.,747.08,0.0
2024-03-14,Entertainment,Credit Card,Tonight prevent ago after break.,321.51,0.94
2024-03-19,Food,UPI,Different practice program dream development.,41.56,0.33
2024-03-26,Bills,UPI,Particularly decade fact million sign group newspaper.,773.63,0.48
2024-03-15,Entertainment,Debit Card,Step our goal value.,873.36,0.0
2024-03-07,Food,Cash,Rich determine will late.,964.6,0.37
2024-03-27,Travel,Credit Card,Understand computer raise imagine control business.,692.37,0.33
2024-03-05,Subscription,Cash,Suffer our make letter.,699.72,0.82
2024-03-23,Entertainment,Debit Card,We better interesting opportunity nothing.,421.95,0.54
2024-03-06,Healthcare,Cash,Modern already short possible herself.,94.55,0.69
2024-03-19,Healthcare,UPI,Seat vote health attack focus.,406.87,0.54
2024-03-12,Subscription,UPI,Alone pick fish character keep beautiful.,432.53,0.48
